conversation_id,user_id,session_id,timestamp,channel,language,device,user_type,conversation_turn,previous_utterance,utterance,extracted_entities,intent,topic_category,sentiment,urgency,bot_response,previous_bot_response,suggested_action,is_escalated,escalation_priority,confidence_score,response_time_ms
conv_268,user_6871,sess_9482,2025-06-05T12:25:16.433005,web,en,mobile,new,1,,order ORD-687110 cancel recurring order,"{""order_id"": ""ORD-687110"", ""action"": ""cancel""}",cancellation,order_management,positive,high,"No problem! If your order hasn't been dispatched yet, I can cancel it right now. Could you confirm the order number?",,check_cancellation_eligibility,no,P4,0.7784118107498037,1295
conv_87,user_4428,sess_9482,2026-04-07T12:25:16.426842,web,en,mobile,new,2,order ORD-687110 cancel recurring order,order incomplete,{},order_status,order_management,neutral,low,Your order status shows it's processing. Expected delivery is 3–5 business days from dispatch.,"No problem! If your order hasn't been dispatched yet, I can cancel it right now. Could you confirm the order number?",lookup_order_by_id,no,P4,0.8740191668107633,970
conv_997,user_1822,sess_9493,2026-04-03T12:25:16.457122,mobile_app,en,desktop,returning,1,,i was wondering,{},greeting,conversation_flow,neutral,medium,Hello! Welcome to our support service. How can I assist you today?,,present_main_menu,no,P3,0.8204728079469857,1573
conv_1162,user_5338,sess_9494,2025-10-24T12:25:16.463255,email,en,mobile,returning,1,,great support thank you,{},thanks,conversation_flow,neutral,medium,No problem at all! Feel free to ask if you need anything else.,,check_if_resolved,no,P3,0.8462051140984892,747
conv_341,user_5543,sess_9495,2026-03-10T12:25:16.435567,email,en,tablet,returning,1,,unexpected tax,{},billing_issue,billing_and_payments,negative,high,I understand this is very frustrating. Rest assured I'm escalating this billing issue to ensure it's corrected promptly.,,review_billing_account,yes,P1,0.945753507418306,960
conv_386,user_9346,sess_9499,2025-07-23T12:25:16.437046,web,en,mobile,returning,1,,cannot login,{},technical_support,technical,positive,medium,Let's get that sorted! Have you tried restarting the app or clearing your cache? That resolves most common issues.,,run_diagnostic_check,no,P3,0.9207241324666626,1555
conv_931,user_2537,sess_9505,2025-12-30T12:25:16.454988,email,en,desktop,returning,1,,file a complaint,{},feedback,feedback_and_general,neutral,low,I appreciate you letting us know. Your feedback has been logged and will be shared with the relevant team.,,log_feedback_ticket,no,P4,0.9370169697271684,1724
conv_307,user_6334,sess_9510,2025-12-10T12:25:16.434301,email,en,tablet,new,1,,recurring charge,{},billing_issue,billing_and_payments,negative,medium,I sincerely apologize for the billing error. I'm looking into this now and will ensure any incorrect charges are reversed.,,review_billing_account,no,P3,0.914047495854036,1727
conv_777,user_2436,sess_9528,2025-11-21T12:25:16.450109,mobile_app,en,mobile,returning,1,,bundle deal,{},product_inquiry,product,positive,medium,Great question! I'd love to help you find the right product. Which one are you interested in?,,fetch_product_details,no,P3,0.7077788962013603,1609
conv_622,user_1468,sess_9532,2025-04-27T12:25:16.445089,mobile_app,en,tablet,new,1,,virtual appointment,{},appointment_booking,scheduling,negative,medium,I'm sorry for any difficulty booking. Let me take care of this for you — what time and date would you prefer?,,check_availability_calendar,no,P3,0.9131337444925036,1626
conv_1488,user_6038,sess_9556,2026-04-27T15:50:30.118695,mobile_app,en,tablet,new,1,,can you check on ORD-985323,{"order_id": "ORD-985323"},order_status,order_management,positive,low,Happy to help! I can see your order is currently being processed. Estimated delivery is within 3–5 business days.,,lookup_order_by_id,no,P4,0.97,1364
conv_1467,user_2819,sess_9560,2025-05-28T12:25:16.473121,mobile_app,en,desktop,returning,1,,programming help,{},out_of_scope,out_of_scope,neutral,medium,"I don't have the information needed to answer that. Could you clarify, or is there something else I can help with?",,request_clarification,no,P3,0.7879801650193657,843
conv_297,user_4020,sess_9564,2025-09-27T12:25:16.433973,chat,en,mobile,returning,1,,card not working,{},billing_issue,billing_and_payments,neutral,low,I'll review your billing history now. It may take a moment to pull up all the details.,,review_billing_account,no,P4,0.8715458850094729,564
conv_864,user_3600,sess_9566,2026-03-19T12:25:16.452844,mobile_app,en,mobile,new,1,,honest review,{},feedback,feedback_and_general,negative,high,Thank you for bringing this to our attention. I sincerely apologize and want to assure you this will be addressed.,,log_feedback_ticket,yes,P1,0.8197405536061746,1764
conv_118,user_1178,sess_9572,2025-10-31T12:25:16.427969,email,en,mobile,returning,1,,free return shipping,{"action": "refund"},return_refund,order_management,negative,medium,That's really not the experience we want you to have. Let me get your refund sorted out right away.,,initiate_return_flow,no,P3,0.8999225276097718,1420
conv_30,user_6808,sess_9576,2025-05-05T12:25:16.424404,chat,en,mobile,new,1,,order confirmation number,{},order_status,order_management,positive,medium,Great news — your order has been dispatched and is on its way! You should receive it soon.,,lookup_order_by_id,no,P3,0.7452531076341888,1613
conv_852,user_1247,sess_9585,2025-05-17T12:25:16.452461,chat,en,desktop,returning,1,,i am not satisfied,{},feedback,feedback_and_general,neutral,medium,Thank you for taking the time to share your feedback. We value every comment and use it to improve.,,log_feedback_ticket,no,P3,0.9077066500662456,1294
conv_252,user_6638,sess_9594,2025-05-10T12:25:16.432475,web,en,tablet,new,1,,prevent my order from shipping,{},cancellation,order_management,positive,low,"No problem! If your order hasn't been dispatched yet, I can cancel it right now. Could you confirm the order number?",,check_cancellation_eligibility,no,P4,0.7175754192661833,658
conv_842,user_5382,sess_9605,2025-04-26T12:25:16.452152,web,en,desktop,new,1,,share my experience,{},feedback,feedback_and_general,neutral,high,I appreciate you letting us know. Your feedback has been logged and will be shared with the relevant team.,,log_feedback_ticket,no,P4,0.9544394248587024,1073
conv_837,user_2038,sess_9612,2025-07-13T12:25:16.451995,mobile_app,en,mobile,new,1,,constructive feedback,{},feedback,feedback_and_general,negative,medium,I'm truly sorry to hear about your experience. Your feedback is taken very seriously and I will escalate this right away.,,log_feedback_ticket,no,P3,0.9347083284827556,996
conv_196,user_2712,sess_9634,2026-02-20T12:25:16.430655,chat,en,mobile,new,1,,bad quality,{},return_refund,order_management,positive,low,Of course! I can help you start a return. Our policy allows returns within 30 days of delivery. Would you like me to initiate that?,,initiate_return_flow,no,P4,0.818787211424348,1004
conv_1320,user_3723,sess_9637,2026-03-01T12:25:16.468266,mobile_app,en,tablet,returning,1,,phone support please,{},human_agent,escalation,positive,medium,Of course! I'll connect you to a live agent right away. Please hold for just a moment.,,transfer_to_live_agent,yes,P2,0.8010754554620613,588
conv_760,user_4230,sess_9640,2026-01-19T12:25:16.449568,email,en,desktop,returning,1,,allergen information,{},product_inquiry,product,neutral,low,I can help with product information. Could you provide the product name or category you're interested in?,,fetch_product_details,no,P4,0.7137571101626031,539
conv_28,user_5019,sess_9644,2025-08-11T12:25:16.424340,web,en,tablet,returning,1,,ORD-968958 - delivery update,{"order_id": "ORD-968958"},order_status,order_management,negative,medium,I understand how frustrating this must be. I'm reviewing your order now and will make sure it's prioritized.,,lookup_order_by_id,no,P3,0.7837373132229064,579
conv_657,user_1732,sess_9660,2026-01-25T12:25:16.446285,email,en,tablet,new,1,,what days are you open,{},appointment_booking,scheduling,positive,low,Sure! We have slots available this week. Would morning or afternoon work better for you?,,check_availability_calendar,no,P4,0.8954953566089262,1667
conv_885,user_8648,sess_9661,2025-07-02T12:25:16.453507,web,en,mobile,returning,1,,awful experience,{},feedback,feedback_and_general,positive,high,That's wonderful to hear! Your kind words mean a lot to the whole team. We'll keep up the good work!,,log_feedback_ticket,no,P4,0.924440946950985,1641
conv_200,user_6110,sess_9661,2026-03-08T12:25:16.430790,email,en,desktop,returning,2,awful experience,stop my order,{},cancellation,order_management,neutral,high,I can process a cancellation for you. Please provide your order number so I can check its current status.,That's wonderful to hear! Your kind words mean a lot to the whole team. We'll keep up the good work!,check_cancellation_eligibility,no,P4,0.8659478247811467,1730
conv_1153,user_4868,sess_9668,2026-04-19T12:25:16.462960,chat,en,mobile,new,1,,wonderful experience,{},thanks,conversation_flow,negative,low,You're welcome. I'm sorry it came to this — please don't hesitate to reach out if issues persist.,,check_if_resolved,no,P4,0.7393149551721746,853
conv_714,user_2490,sess_9670,2025-06-14T12:25:16.448101,mobile_app,en,tablet,returning,1,,best selling,{},product_inquiry,product,positive,medium,"Happy to help! I can provide full product details, availability, and pricing. Which product caught your eye?",,fetch_product_details,no,P3,0.8578348892505827,1181
conv_739,user_9921,sess_9680,2026-04-05T12:25:16.448906,web,en,mobile,new,1,,top rated products,{},product_inquiry,product,negative,low,That's not the experience we want. Let me personally walk you through the product details you need.,,fetch_product_details,no,P4,0.915945277687211,1325
conv_1294,user_9884,sess_9681,2025-04-30T12:25:16.467450,email,en,mobile,returning,1,,you are not helping,{},human_agent,escalation,positive,medium,Of course! I'll connect you to a live agent right away. Please hold for just a moment.,,transfer_to_live_agent,yes,P2,0.8991417671167103,1855
conv_572,user_2974,sess_9693,2025-10-31T12:25:16.443027,web,en,desktop,returning,1,,locked out due to 2fa,{},account_help,account,neutral,medium,I'll help you with your account. What specific action do you need to take?,,authenticate_and_load_account,no,P3,0.7833535932474174,968
conv_1147,user_9302,sess_9694,2025-11-06T12:25:16.462759,chat,en,mobile,returning,1,,satisfied with the support,{},thanks,conversation_flow,negative,medium,Of course. I hope we can do better for you in the future. Please let us know if anything else comes up.,,check_if_resolved,no,P3,0.8498960894679423,850
conv_574,user_5854,sess_9694,2025-11-20T12:25:16.443089,mobile_app,en,tablet,new,2,satisfied with the support,disable two factor,{},account_help,account,positive,medium,"Happy to assist! Are you looking to reset your password, update your details, or something else?",Of course. I hope we can do better for you in the future. Please let us know if anything else comes up.,authenticate_and_load_account,no,P3,0.9378803177095124,1909
conv_573,user_3471,sess_9701,2026-02-28T12:25:16.443058,web,en,tablet,new,1,,bypass 2fa,{},account_help,account,positive,low,"Happy to assist! Are you looking to reset your password, update your details, or something else?",,authenticate_and_load_account,no,P4,0.8703267699387587,1650
conv_1088,user_1658,sess_9703,2025-09-28T12:25:16.460118,chat,en,mobile,new,1,,thanks for help,{},thanks,conversation_flow,negative,high,Of course. I hope we can do better for you in the future. Please let us know if anything else comes up.,,check_if_resolved,yes,P1,0.8535407212109584,1100
conv_26,user_3772,sess_9709,2025-08-09T12:25:16.424276,email,en,mobile,returning,1,,in transit update,{},order_status,order_management,negative,high,I understand how frustrating this must be. I'm reviewing your order now and will make sure it's prioritized.,,lookup_order_by_id,yes,P1,0.7313842795963023,1098
conv_753,user_3847,sess_9709,2026-01-28T12:25:16.449344,mobile_app,en,mobile,returning,2,in transit update,is this product certified,{},product_inquiry,product,neutral,low,I can help with product information. Could you provide the product name or category you're interested in?,I understand how frustrating this must be. I'm reviewing your order now and will make sure it's prioritized.,fetch_product_details,no,P4,0.7245311546304338,787
